name,meaning,gender
Achintakumar,One of many names of Lord Shiva,Boy
Achintya,Release of Tensions; Inconceivable; Beyond Comprehension; Healer of all worries;,Boy
Achir,New; Fresh; strange or unaccustomed,Boy
Achlapati,Lord of the Immovable; Lord of Mountain; Refers to Himalayas; Name form of Lord Shiva,Boy
Achudan,Lord Krishna; one of many names of Lord Vishnu,Boy
Achyut,Imperishable; one of many names of Lord Vishnu,Boy
Achyuta,Indestructible; one who can never be destroyed; one of many names of Lord Vishnu,Boy
Achyutanand,Imperishable Joy; The Almighty; Omnipotent; God,Boy
Achyutaraya,Worshipper of the Infallible; A Devotee of Vishnu,Boy
Achyuth,Lord Krishna; Imperishable; Indestructible; one of many names of Lord Vishnu,Boy
Achyuthan,Indestructible; one who can never be destroyed; one of many names of Lord Vishnu,Boy
Acintya,Surpassing Thought; Incogitable,Boy
Acyuta,Unending; Never Lapsing; Eternal; without beginning or end,Boy
Acyutananda,Insatiable Bliss; One who Never Falls,Boy
Acyutaraya,Worshipper of the Infallible,Boy
Adaikalam,Refuge; Provider of Shelter; protection; rescue and aid,Boy
Adalarasu,King of Dance; one of many names of Lord Shiva,Boy
Adalvallan,"Best Dancer, Tamil Name of Lord Shiva in Nataraja form",Boy
Adamya,Formidable; Brave; United; Difficult; Stern,Boy
Adarko,Tamil name of Lord Shiva,Boy
Adarshpal,Keeper of Ideals; Well mannered and Principled man,Boy
Adavak,Simple; Uncomplicated; free of deceit; Unpretentious,Boy
Adavan,Sun ; Tamil name that refers to radiant and bright sun,Boy
Adavya,Generous and Happy; Charming and Joyful person,Boy
Adeela,Equal; impartial; uniform,Boy
Adeep,Light; Lamp; Luminous,Boy
Adel,Righteous; Upright; Sincere; Justice; Noble; Equal; Alike,Boy
Adelik,Successful; Full of Concentration; achieving honors and wealth,Boy
Adenya,First; Winner; Highest quality,Boy
Adesh,Command; Message; means instruction in Sanskrit,Boy
Adeshwar,God ; Supreme Being; Creator,Boy
Adhamb,Straightforward; Lord Shiva; Free from deceit,Boy
Adhana,One without Money and worldly desires,Boy
Adhara,Lips; signifies softness,Boy
Adharmaka,One who is Always Egger to Destroy; Saviour from destruction,Boy
Adharsh,Inspiration; Influencer; Divinity personified to inspire Soul; Sun,Boy
Adhavan,Brilliant; Man of World; Sun; A variant of name Adavan,Boy
Adhavaryu,Prayer; a worship towards God; Hope; Chance,Boy
Adheash,Ruler; Chief; Sovereign; Governor,Boy
Adheer,Restless; one who never rests,Boy
Adheera,Impatient; eagerly desirous; a variant name of Adheer,Boy
Adheesh,Ruler; Emperor; King,Boy
Adheesha,Ruler; Emperor; King; A variant name of Adheesh,Boy
Adhesh,A Command; message; One who brings God's words,Boy
Adhideva,Supreme God; Creator of Universe; One of many names of Lord Shiva,Boy
Adhik,Greater; Skillful Expert; More than One; Admirable Great Person,Boy
Adhikar,Power; Rights; one who has the strength to act,Boy
Adhikara,Principal; Controller; One with power and rights; A derivative name of Adhikar,Boy
Adhikavi,First Poet; A variant of name Adikavi,Boy
Adhiksit,King; Lord; Supreme and Almighty Power; Emperor,Boy
Adhila,The Censurer,Boy
Adhip,King; Ruler; Supreme and Almighty Power; Emperor,Boy
Adhipa,King; Ruler; Supreme and Almighty Power; Emperor,Boy
Adhiraiyan,Name of Lord Shiva in Tamil,Boy
Adhiraj,King; Ruler; Supreme and Almighty Power; Emperor,Boy
Adhisankaran,Lord of everything - Shiva; Supreme God,Boy
Adhish,Supreme God; Creator of Universe; One of many names of Lord Shiva,Boy
Adhishesh,Abundant; Plentiful; Surplus; Adequate; more than self sufficient,Boy
Adhishwar,Supreme Power; Creator of Universe; One of many names of Lord Shiva,Boy
Adhit,Scholarly; Intelligent; Wise; Bestowed with Knowledge; Noble,Boy
Adhita,A Scholar; Bestowed with Knowledge; A derivative name from Adhit,Boy
Adhrit,The One who Don't Need Any Support but Supports Everything,Boy
Adhrutha,One of many names of Lord Vishnu,Boy
Adhunik,Latest; Modern; New; Fresh,Boy
Adhvait,Unique; Exclusive; Something that has no equivalent,Boy
Adhya,First Power; Sunday,Boy
Adhyaksh,One who Controls or Organize Something; A derivative name from Adhya,Boy
Adhyan,One who is rising ; Coming up;,Boy
Adhyay,Chapter; part of something; one of many names of Goddess Durga,Boy
Adiban,Leader; Director; Guide,Boy
Adidhar,Base for Something; Foundation; Support,Boy
Adiish,King or Master; Ruler and one with supreme power,Boy
Adikavi,First Poet;,Boy
Adinarayan,Lord Vishnu; Lord of the Universe,Boy
Adinarayana,Lord Vishnu; The First Protector of Beings; A derivative of Adinarayan,Boy
Adinath,One of many names of Lord Vishnu; Lord of Universe,Boy
Adindra,Supreme God; Creator of Universe; One of many names of Lord Shiva,Boy
Adipursh,Lord Vishnu; Lord of the Universe,Boy
Adipurush,Primordial Being,Boy
Adiputera,First son or first prince.,Boy
Adiraj,One who has No Limits; Supremacy over everything;,Boy
Adisesh,One of many names of Lord Vishnu; Lord of Universe,Boy
Adishankar,Shi Shankaracharya; Founder of Adwaithya Philosophy,Boy
Adishanker,Shi Shankaracharya; Founder of Adwaithya Philosophy,Boy
Adishesh,God of Serpent's; One of many names of Lord Vishnu; Lord of Universe,Boy
Adishwar,One of many names of Lord Vishnu; Lord of Universe,Boy
Adishwara,One name form of Lord Shiva;,Boy
Adisur,An Entry Point into a Dispute; Beginning of Dispute; Name to applaud Lord Vishnu,Boy
Adisura,One of many names of Lord Vishnu; Lord of Universe; A variant name of Adisur,Boy
Adit,From the Beginning; Source of energy; in reference to Sun,Boy
Aditaya,The Sun; Source of energy ; represents the radiance and brightness of Sun,Boy
Aditey,Another Name of the Sun ; represents the radiance and brightness of Sun,Boy
Aditeya,Another Name for the Sun ; represents the radiance and brightness of Sun,Boy
Adithya,Sun God; Son of Adithi ; represents the radiance and brightness of Sun,Boy
Adityanandan,Son of the Sun ; represents the radiance and brightness of Sun,Boy
Adityanandana,Son of the Sun ; represents the radiance and brightness of Sun,Boy
Adityavardhan,One who Embellishes the Sun ; A variant of name Aditya,Boy
Adityavardhana,Increases Glory; Augmented by the Sun ; A variant of name Aditya,Boy
Adityesha,Very High or Big Desires; One with lot of wishes and cravings,Boy
Adiya,Jewel; Gods Treasure; precious possession; A gem stone to treasure,Boy
Adiyaman,Always Shines; Black Bird,Boy
Adjovi,Prince; Monarch; Member of Royal Family,Boy
Adraksh,Lightning; One who is like a flash of Light,Boy
Adrij,one who belongs to the Mountains,Boy
Adripathi,Lord of the Immovable; Lord of Mountain; Refers to Himalayas; Name form of Lord Shiva,Boy
Adripati,Lord of the Immovable; Lord of Mountain; Refers to Himalayas; Name form of Lord Shiva,Boy
Adrsh,Sanskar; Ideal;,Boy
Adrut,Slow; Gradual;,Boy
Advait,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
Advaita,With no duality or duplicate; Lord Ganesha,Boy
Advaitha,Focused; Non Duality; Unique; With no equivalent; One of many names of Lord Vishnu,Boy
Advay,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
Advaya,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
Advik,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
Advit,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
Adviteeya,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
Advitya,Synonym of Sun or One which has No End; Exclusive like the Sun,Boy
Adwaid,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
Adwait,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
Adwaita,Focused; Non Duality; Unique; With no equivalent; One of many names of Lord Vishnu,Boy
Adwaiy,Unique; Exclusive; Something that has no equivalent; unequalled; Matchless,Boy
Adway,Unique; Exclusive; Something that has no equivalent; unequalled; Matchless,Boy
Adwaya,Unique; Exclusive; Something that has no equivalent; unequalled,Boy
Adwithiya,Unique; Exclusive; Something that has no equivalent; unequalled,Boy
Adyant,Unique; Exclusive; Something that has no equivalent; unequalled; Matchless,Boy
Aejaz,Karma; Fate; Destiny,Boy
Aera,Lion; one who has strength and courage of Lion,Boy
Aga,"Sword; symbol of military power, punitive justice, authority",Boy
Agam,Extending Far; Profound; Unimaginable; Intelligent; Pervasive; Intense,Boy
Agama,Sanskrit - Knowledge; Wisdom;,Boy
Agamik,First,Boy
Agamiya,Karma we do in this birth,Boy
Agamjeet,one who wins the God with his love and righteousness,Boy
Agamjot,God's Light; beacon; Source of illumination,Boy
Agampreet,One who loves God the dearmost,Boy
Aganit,Countless; God; The creator and ruler of the universe,Boy
Aganith,Countless; God; The creator and ruler of the universe; A Variant name of Aganit,Boy
Aganveer,God of Law; Sikh Origin,Boy
Aganya,Uncountable; Infinite; Born from Fire; one of many names of Goddess Lakshmi,Boy
Agara,"House, dwelling place",Boy
Agasthya,The star of Canopus which is the 'cleanser of waters'; One of many names of Lord Shiva; A name of great Sage,Boy
Agasti,Name of a Sage ; A derivative from Agasthya which represents the star of Canopus,Boy
Agastya,Name of a Sage ; A derivative from Agasthya which represents the star of Canopus,Boy
Agathian,Name of a Sage ; A derivative from Agasthya which represents the star of Canopus,Boy
Agathiyan,Name of a Sage ; A derivative from Agasthya which represents the star of Canopus,Boy
Agendra,King of Mountains; Refers to Himalayan Mountains,Boy
Aghad,Vast; Deep; immersed; involved deeply; engrossing,Boy
Aghama,The Moon,Boy
Aghamarshan,Destroyer of Sin; one who destroys all our sins,Boy
Agharna,The Moon,Boy
Aghat,Destroyer of Sin; one who destroys all our sins,Boy
Aghor,One of many names of Lord Shiva; represents one of the five faces of Lord Shiva,Boy
Aghora,Not Terrible; A derivative of name Aghor which represents one of the five faces of Lord Shiva,Boy
Aghoranath,One of many names of Lord Shiva; represents one of the five faces of Lord Shiva,Boy
Aghornath,One of many names of Lord Shiva; represents one of the five faces of Lord Shiva,Boy
Aghosh,Quiet; Soundless; Direction; Peace; Guidance; Tranquil,Boy
Agilan,A Tamil name that means one who Commands Everything;,Boy
Agira,The Sun; Fire; Heaven; Place of Supreme Happiness; To light; To glow,Boy
Agneya,Son of Agni; Son of Fire,Boy
Agni,Fire; Flame; Blaze; brilliant light,Boy
Agnidev,God of Fire; A derivative name from Agni,Boy
Agnihamsa,The Soul; A derivative name from Agni,Boy
Agnikumar,Son of Fire; A derivative name from Agni,Boy
Agnikumara,Son of Fire; A variant name of Agnikumar,Boy
Agniprava,Bright as the Fire; Brilliant as the Fire; A derivative name from Agni,Boy
Agnira,"means Intelligent, Brilliant, Successful person who studies excellently",Boy
Agnit,Uncountable; Multiple; Countless; Infinite;,Boy
Agnitra,represents the Wind which is considered as Agni's Friend;,Boy
Agnivesh,Bright as the Fire; Brilliant as the Fire; A derivative name from Agni,Boy
Agnivo,Flame of the Fire; Blaze of the Fire,Boy
Agrahar,A Plot of a Land Given to a Brahman or a King,Boy
Agraj,Leader; Senior; A King's Son; Elder One; someone who is older and wiser,Boy
Agrani,"Always First; Best; of the highest in quality, status and importance",Boy
Agrata,Leadership; Guide and director; in-charge in command of everything,Boy
Agrim,Leader; First; Commander; Guide and Director; Chief-in-charge,Boy
Agriya,First Best; one who is the best in everything,Boy
Agyey,Unknown; unexplored; unidentified; not discovered;,Boy
Agyeya,Beyond Comprehension; Beyond Knowledge; Unexplored; A variant of name Agyey,Boy
Ahaan,Auspicious Dawn; Morning Glory; First Ray of Light; the beginning or rise of anything,Boy
Ahalad,Enjoy; Joy; Causing Delight; Refreshing; one who experiences joy and pleasure in life,Boy
Ahaladit,Joyous Person; One who enjoys life; A variant of name Ahalad,Boy
Ahan,Auspicious Dawn; Morning Glory; First Ray of Light; the beginning or rise of anything; A variant of name Ahaan,Boy
Aharnish,Day and Night,Boy
Aharshi,Sun ; one who is bright and splendourous like the Sun; Radiant and Glorious like Sun,Boy
Ahdas,New; Novel; Fresh; someone who is unique,Boy
Ahi,Fawn; Serpent; Cloud; Water; Sun; Heaven and Earth Conjoined;,Boy
Ahidhar,One Who Wears Serpents; One of many names of Lord Shiva,Boy
Ahijit,Conqueror of the Serpent; One of many names of Lord Shiva; A derivative of name Ahi,Boy
Ahil,Prince,Boy
Ahilan,Knowledgeable; Commanding; One who has a controlling authority; Expert; Master,Boy
Ahim,Cloud; Water; Traveller; One who will move around the world with no barriers,Boy
Ahir,"Turkish - End, Last; Sanskrit - Cowherd ; An old ethnic group from Yadav Community",Boy
Ahish,King of Serpants; Lord of Snake; Blessing; A gift bestowed by God;,Boy
Ahjaja,Born of a Lotus,Boy
Ahlad,Enjoy; Joy; Causing Delight; Refreshing; one who experiences joy and pleasure in life,Boy
Ahladit,Joyous Person; One who enjoys life and is always delighted; A variant of name Ahlad,Boy
Ahladith,Joyous Person; One who enjoys life and is always delighted; A variant of name Ahlad,Boy
Ahnay,Sun ; one who is bright and splendourous like the Sun; Radiant and Glorious like Sun,Boy
Ahobal,Mighty; Powerful; Strong; One of many names of Lord Hanuman,Boy
Ahriman,Persian name derived from Sanskrit word Ari meaning Foe; Destructive Force,Boy
Ahsas,Feel; one who can empathise,Boy
Ahuk,Inevitable; one who cannot be avoided or evaded,Boy
Ahwanith,Wanted; desired; needed; wish; like; crave; long,Boy
Aimmukan,One of the Tamil name of Lord Shiva which signifies his five different faces,Boy
Ainesh,Sun's Glory ; one who is bright and splendourous like the Sun; Radiant and Glorious like Sun,Boy
Aipal,Tasty; means a delicious red coloured fruit,Boy
Airaawat,name of the Celestial White Elephant of Lord Indra ; A variant name is Airaawat,Boy
Airawat,name of the Celestial White Elephant of Lord Indra ; A variant name is Airawat,Boy
Aishna,Desire; Wish; Crave; Longing; Want,Boy
Aivannan,One of the Tamil name of Lord Shiva,Boy
Aivat,"Soul, A variant of name Aiva which means Desire bird",Boy
Aiyah,Love; Respect; to hold in Great Esteem and Honor,Boy
Aiyappa,Name of Hindu God; who is Lord Vishnu and Shiva incarnate - Ayya is Vishnu and Appa is Shiva,Boy
Aiyappan,Name of Hindu God; who is Lord Vishnu and Shiva incarnate - Ayya is Vishnu and Appa is Shiva,Boy
Aiyenar,Name of Tamil God; One of many names of Lord Shiva,Boy
Aja,Unborn; Fire; One who is self existent,Boy
Ajaat,Unborn; Fire; One who is self existent,Boy
Ajaata,Unborn; Fire; One who is self existent,Boy
Ajaatshatru,one who has no enemies meaning one who is loved by all,Boy
Ajaaya,means the unconquerable; Invincible; A variant of name Ajai,Boy
Ajahni,African :One who fights for possession; Sanskrit: Noble Birth; A variant of name Ajani,Boy
Ajai,means the unconquerable; Invincible; A variant of name Ajaaya,Boy
Ajaib,Wondrous Being; Amazing Person,Boy
Ajaipal,One Whose Caretaker is the Lord; Protected by the God; A Brahmin,Boy
Ajalika,Means one of Arjun's arrow,Boy
Ajamil,A Mythological King; Unique; Someone who is one of kind and has no other equivalent,Boy
Ajan,The Unborn; Love of Vishnu,Boy
Ajanabh,Hill; Mountain; One of name of Lord Vishnu in Sanskrit,Boy
Ajani,African : One who fights for possession; Sanskrit: Noble Birth; A variant of name Ajahni,Boy
Ajantha,He who is creative. Also the name of a famous Buddhist cave.,Boy
Ajanubahu,One Whose Arms are Long Enough to Reach the Knees,Boy
Ajar,The God; Beautiful; Wonderful; Fantastic; Without an Enemy,Boy
Ajatasatru,One born without any enemies; A derivative name from Ajar,Boy
Ajatashatru,One born without any enemies; A derivative name from Ajar,Boy
Ajath,one who is birth less Like Lord Shiva; A variant name is Ajatha,Boy
Ajatha,one who is birth less Like Lord Shiva; A variant name is Ajath,Boy
Ajathashatru,One born without any enemies; A derivative name from Ajar,Boy
Ajatshatru,One born without any enemies; A derivative name from Ajar,Boy
Ajayan,Immortal; Enduring Fame; Lasting; Imperishable; Everlasting,Boy
Ajeeb,Wonder,Boy
Ajeesh,One who cannot be defeated by anyone; Unconquerable; Invincible; Always Victorious,Boy
Ajeet,Victorious; Invincible; Unconquerable; One who cannot be defeated by anyone,Boy
Ajendar,The Creator; One of many names of Lord Shiva,Boy
Ajendra,King of Mountains; One of many names of Lord Shiva,Boy
Ajendranath,Powerful Creator; One of many names of Lord Shiva,Boy
Ajeya,One who Cannot Be Conquered; Always Victorious; Invincible,Boy
Ajinka,One who Cannot Be Conquered; Always Victorious; Invincible,Boy
Ajinkya,One who Cannot Be Conquered; Always Victorious; Invincible,Boy
Ajisth,Very Intelligent; Brilliant; Bright; Sharp; Smart,Boy
Ajitaabh,Victorious; One who has Conquered the Sky;,Boy
Ajitaabha,Invincible Light; Eternal Flame; One which cannot be put off; God's Light,Boy
Ajitabh,One who has Conquered the Sky; One of many names of Lord Vishnu; Invincible,Boy
Ajitesh,One of many names of Lord Vishnu,Boy
Ajitesha,One of many names of Lord Vishnu,Boy
Ajith,Victorious; Invincible; Unconquerable; One who cannot be defeated by anyone,Boy
Ajitha,A Winner always; Victorious; Invincible; Unconquerable; One who cannot be defeated by anyone,Boy
Ajitkumar,One who is cannot be Conquered or Defeated; Invincible; Always Victorious,Boy
Ajitpal,One who is Invincible or Unconquerable; Victorious; one who can never be defeated,Boy
